"","name1","addr1","phone1"
"339","개봉동 (개봉3동)"," 서울 구로구 개봉로3길 34 ","02-2614-5247"
"340","오류2동 (본점)"," 서울 구로구 오류로 70 ","02-2616-7231"
"341","오류2동 (응골)"," 서울 구로구 오류로8길 90 ","02-2616-7235"
"342","오류2동 (항동)"," 서울 구로구 연동로 324 ","02-2616-7234"
"343","오류2동 (금강)"," 서울 구로구 오리로 1197 ","02-2616-7233"
"344","오류1동 (본점)"," 서울 구로구 경인로 205 ","02-2614-2685"
"345","오류1동 (수궁)"," 서울 구로구 부일로15길 10 ","02-2618-2167"
"346","오류1동 (온수)"," 서울 구로구 부일로1길 30 ","02-2613-6465"
"347","오류1동 (궁리)"," 서울 구로구 오리로 1300 ","02-2618-2457"
"348","오류1동 (온수연립)"," 서울 구로구 부일로9길 87 ","02-2681-1924"
"349","동구로 (본점)"," 서울 구로구 구로중앙로 26 ","02-864-5871"
"350","동구로 (구로본동중앙)"," 서울 구로구 구로동로35길 10 ","02-862-1924"
"351","동구로 (구로본동)"," 서울 구로구 구로동로 209-1 ","02-862-1974"
"352","서울개인택시조합 (남서)"," 서울 구로구 공원로 81 ","02-839-5200"
"353","서울메트로 (본점)"," 서울 구로구 도림천로 352 ","02-6110-8593"
"354","동대문중앙 (본점)"," 서울 동대문구 약령시로 108 ","02-967-1206"
"355","동대문중앙 (청량리1)"," 서울 동대문구 홍릉로 69 ","02-962-9513"
"356","동대문중앙 (청량리2)"," 서울 동대문구 왕산로 239 ","02-962-2227"
"357","전농동 (본점)"," 서울특별시 동대문구 서울시립대로 94 ","02-2212-0551"
"358","전농동 (전농동뉴타운)"," 서울 동대문구 전농동 ","02-2212-6231"
"359","배봉 (본점)"," 서울특별시 동대문구 전농로16길 17 ","02-2245-3169"
"360","답십리 (본점)"," 서울 동대문구 전농로 58 ","02-2245-4305"
"361","답십리 (답십리2)"," 서울 동대문구 답십리로38길 58 ","02-2213-5306"
"362","회기휘경 (본점)"," 서울 동대문구 회기로25길 7 ","02-963-3183"
"363","회기휘경 (휘경)"," 서울 동대문구 망우로 28 ","02-963-3181"
"364","이문1동2동 (본점)"," 서울특별시 동대문구 이문로30길 24 ","02-963-3185"
"365","이문1동2동 (제1)"," 서울 동대문구 한천로 442 ","02-966-9866"
"366","이문1동2동 (제2)"," 서울 동대문구 이문2동 ","02-960-3185"
"367","이문.휘경동 (본점)"," 서울 동대문구 이문로 85 ","02-967-2261"
"368","이문.휘경동 (휘경동)"," 서울 동대문구 망우로21길 12 ","02-2215-1300"
"369","이문.휘경동 (이문동)"," 서울 동대문구 천장산로 2 ","02-2215-1302"
"370","경희의료원 (본점)"," 서울 동대문구 경희대로 23 ","02-958-9853"
"371","전택 (본점)"," 서울 동대문구 천호대로 389 ","02-2248-1423"
"372","용두 (본점)"," 서울 동대문구 고산자로31길 25 ","02-967-4575"
"373","용두 (신설)"," 서울 동대문구 무학로 84 ","02-927-4461"
"374","용두 (용두2)"," 서울 동대문구 한빛로 53 ","02-928-4998"
"375","용두 (용두1)"," 서울 동대문구 고산자로28가길 20 ","02-966-2791"
"376","청과 (본점)"," 서울 동대문구 왕산로33길 8 ","02-966-6353"
"377","동대문동부 (본점)"," 서울 동대문구 답십리로 251 ","02-2212-2441"
"378","동대문동부 (장안1)"," 서울 동대문구 답십리로66길 65 ","02-2212-8159"
"379","동대문동부 (장안2)"," 서울 동대문구 사가정로 223 ","02-2214-4214"
"380","동대문동부 (답십리)"," 서울 동대문구 전농로4나길 35 ","02-2244-5586"
"381","제기동 (본점)"," 서울 동대문구 고산자로 509 ","02-966-2641"
"382","제기동 (제1)"," 서울 동대문구 약령시로7길 18 ","02-928-4583"
"383","서울개인택시조합 (중앙)"," 서울 동대문구 천호대로 227 ","02-2244-4000"
"384","노들 (본점)"," 서울시 동작구 노량진1동 ","02-825-2130"
"385","노들 (노들)"," 서울 동작구 노량진로18길 20 ","02-814-4247"
"386","노량진 (본점)"," 서울 동작구 장승배기로19길 15 ","02-813-7159"
"387","노량진 (중계소)"," 서울 동작구 노량진로8길 12 ","02-822-0906"
"388","노량진 (신동아)"," 서울 동작구 만양로 19 ","02-3280-2414"
"389","상도 (본점)"," 서울 동작구 상도로37길 43 ","02-815-2738"
"390","한강 (본점)"," 서울 동작구 성대로2길 14 ","02-821-1421"
"391","한강 (장승배기)"," 서울 동작구 상도로26길 11 ","02-822-9712"
"392","상도4동 (본점)"," 서울 동작구 양녕로25길 2-2 ","02-823-5858"
"393","흑석 (본점)"," 서울특별시 동작구 서달로14길 32 ","02-815-7494"
"394","서달로 (본점)"," 서울특별시 동작구 서달로10길 13 ","02-812-3622"
"395","동작 (본점)"," 서울 동작구 동작대로31길 38 ","02-591-4009"
"396","남서울 (본점)"," 서울 동작구 동작대로 37 ","02-582-2006"
"397","사당 (본점)"," 서울 동작구 사당로16가길 7 ","02-584-8500"
"398","사당 (사당)"," 서울 동작구 사당로 172 ","02-582-9563"
"399","신대방 (본점)"," 서울 동작구 신대방동 ","02-832-7959"
"400","신대방 (신대방2동)"," 서울 동작구 여의대방로22길 94 ","02-821-0012"
"401","대방 (본점)"," 서울특별시 동작구 여의대방로24가길 7 ","02-821-6601"
"402","대방 (대방북부)"," 서울 동작구 등용로 109 ","02-816-1114"
"403","노량진수산 (본점)"," 서울 동작구 노들로 674 ","02-2254-8500"
"404","회현동 (본점)"," 서울특별시 중구 남대문시장길 45-10 ","02-755-1400"
"405","회현동 (회현동)"," 서울 중구 퇴계로10길 27 ","02-755-0411"
"406","명동 (본점)"," 서울 중구 퇴계로20길 2 ","02-776-3066"
"407","명동 (소공)"," 서울 중구 남대문로1길 26-6 ","02-755-0038"
"408","충무로 (본점)"," 서울 중구 마른내로8길 33 ","02-2273-2042"
"409","필동 (본점)"," 서울 중구 퇴계로36가길 2 ","02-2272-0419"
"410","신당1.2.3동 (본점)"," 서울 중구 마장로 13 ","02-2233-8991"
"411","신당1.2.3동 (동평화)"," 서울 중구 청계천로 318 ","02-2232-8991"
"412","신당1.2.3동 (신당동)"," 서울 중구 다산로 221-1 ","02-2232-8992"
"413","신당1.2.3동 (약수)"," 서울 중구 동호로7길 32 ","02-2232-8993"
"414","신당1.2.3동 (맥스타일)"," 서울 중구 마장로 3 ","02-2232-8994"
"415","청구동 (본점)"," 서울 중구 다산로28길 50 ","02-2231-8796"
"416","청구동 (약수중앙)"," 서울 중구 동호로10길 30 ","02-2236-5115"
"417","동화동 (본점)"," 서울 중구 다산로36길 41 ","02-2238-8375"
"418","신당황학 (본점)"," 서울 중구 마장로 86-1 ","02-2238-0012"
"419","신당황학 (신당5동)"," 서울 중구 퇴계로86길 23 ","02-2234-7070"
"420","중림.만리 (본점)"," 서울특별시 중구 중림로 34 ","02-392-2940"
"421","롯데쇼핑 (본점)"," 서울특별시 중구 남대문로 81 ","02-2118-2080"
"422","호텔롯데 (본점)"," 서울시 중구 소공동 ","02-759-7160"
"423","호텔신라 (본점)"," 서울 중구 동호로 249 ","02-2230-3236"
"424","남대문 (본점)"," 서울 중구 남대문시장8길 10 ","02-752-0419"
"425","평화 (본점)"," 서울 중구 을지로39길 61 ","02-2277-1511"
"426","평화 (평화1)"," 서울 중구 청계천로 246 ","02-2277-1511"
"427","평화 (을지)"," 서울 중구 동호로37길 20 ","02-2273-1335"
"428","청계 (본점)"," 서울특별시 중구 청계천로 298 ","02-2236-7161"
"429","청계 (제2)"," 서울 중구 청계천로 260-6 ","02-2263-3431"
"430","씨제이제일제당 (본점)"," 서울 중구 동호로 330 ","02-6740-0042"
"431","이랜드 (본점)"," 서울 금천구 가산디지털1로 159 ","02-2029-9990"
"432","독산1동 (본점)"," 서울 금천구 가산로 52 ","02-853-2748"
"433","독산1동 (제1)"," 서울 금천구 범안로 1203 ","02-891-7273"
"434","금천서부 (본점)"," 서울특별시 금천구 독산로 192 ","02-804-4622"
"435","독산동 (본점)"," 서울 금천구 독산로 323 ","02-854-1136"
"436","금천남부 (본점)"," 서울 금천구 금하로 750 ","02-896-0411"
"437","금천남부 (시흥5동중앙)"," 서울 금천구 금하로24길 9 ","02-896-8211"
"438","금천남부 (시흥3동)"," 서울 금천구 시흥대로20길 5 ","02-896-8214"
"439","금천남부 (시흥5동)"," 서울 금천구 탑골로 11 ","02-896-0414"
"440","시흥 (본점)"," 서울 금천구 금하로 644 ","02-891-1330"
"441","시흥 (시흥제1)"," 서울 금천구 독산로 140-1 ","02-891-1336"
"442","김포 (본점)"," 경기 김포시 김포한강1로 81 ","031-984-5170"
"443","김포 (통진)"," 경기 김포시 통진읍 조강로 62-1 ","031-987-1410"
"444","김포 (사우)"," 경기 김포시 사우중로 89 ","031-982-5170"
"445","김포 (북변)"," 경기 김포시 북변중로 67 ","031-985-5140"
"446","푸른 (본점)"," 경기 파주시 법원읍 술이홀로 881 ","031-958-2188"
"447","푸른 (봉일천)"," 경기 파주시 조리읍 통일로 317 ","031-945-0622"
"448","우리 (본점)"," 경기 파주시 문산읍 문산로 43-2 ","031-952-2387"
"449","우리 (교하)"," 경기 파주시 책향기로 423 ","031-957-4389"
"450","파주중앙 (본점)"," 경기 파주시 문화로 62 ","031-945-7233"
"451","파주중앙 (운정)"," 경기 파주시 와석순환로 66 ","031-957-5692"
"452","파주중앙 (산내)"," 경기 파주시 교하로 87 ","031-942-7233"
"453","파주 (본점)"," 경기 파주시 파주읍 혜음로 1696-1 ","031-952-6383"
"454","파주 (광탄)"," 경기 파주시 광탄면 혜음로 1138 ","031-947-0626"
"455","전곡 (본점)"," 경기 연천군 전곡읍 은전로 80 ","031-832-2432"
"456","고양누리 (본점)"," 경기 고양시 덕양구 동세로 90 ","02-357-9668"
"457","고양누리 (고양)"," 경기 고양시 덕양구 혜음로 45 ","031-962-9668"
"458","고양누리 (도내)"," 경기 고양시 덕양구 도래울로 54 ","031-968-9668"
"459","고양누리 (풍동)"," 경기 고양시 일산동구 숲속마을로 18 ","031-902-9668"
"460","고양누리 (성사)"," 경기도 고양시 덕양구 호국로790번길 17 ","031-966-1606"
"461","고양누리 (화정)"," 경기 고양시 덕양구 화중로 72 ","031-970-1606"
"462","고양누리 (주엽)"," 경기 고양시 일산서구 강성로 58 ","031-916-1606"
"463","고양동부 (본점)"," 경기 고양시 덕양구 원흥4로 7 ","031-963-9632"
"464","고양동부 (효자)"," 경기 고양시 덕양구 북한산로387번길 1 ","02-381-9632"
"465","고양동부 (행신)"," 경기 고양시 덕양구 행신로 151 ","031-970-9632"
"466","고양동부 (화전)"," 경기 고양시 덕양구 중앙로62번길 1 ","02-3159-9632"
"467","고양동부 (화정)"," 경기 고양시 덕양구 은빛로 39 ","031-969-9632"
"468","고양동부 (백석)"," 경기 고양시 일산동구 일산로 143 ","031-903-9632"
"469","고양동부 (후곡)"," 경기 고양시 일산서구 일산로 549 ","031-914-9632"
"470","고양동부 (송포)"," 경기 고양시 일산서구 덕이로 187 ","031-922-9632"
"471","고양동부 (주엽)"," 경기 고양시 일산서구 주화로 70 ","031-917-9632"
"472","일산 (본점)"," 경기 고양시 일산서구 고양대로 671 ","031-975-2298"
"473","일산 (밤가시)"," 경기 고양시 일산동구 일산로 439 ","031-917-3344"
"474","일산 (마두)"," 경기 고양시 일산동구 중앙로 1200 ","031-904-9060"
"475","일산 (탄현)"," 경기 고양시 일산서구 일현로 107 ","031-916-6633"
"476","일산 (행신)"," 경기 고양시 덕양구 중앙로 454 ","031-938-9070"
"477","양주중앙 (본점)"," 경기 양주시 광적면 가래비9길 12-27 ","031-845-1100"
"478","양주중앙 (덕계)"," 경기 양주시 평화로 1452 ","031-864-1104"
"479","양주 (본점)"," 경기 양주시 회정로 120 ","031-859-1945"
"480","양주 (옥정)"," 경기 양주시 옥정로 226 ","031-868-1700"
"481","양주 (고읍)"," 경기 양주시 고읍남로 6 ","031-821-2213"
"482","보산 (본점)"," 경기 동두천시 평화로 2546 ","031-862-4445"
"483","보산 (신시가지)"," 경기 동두천시 지행로 55 ","031-865-4184"
"484","중앙 (본점)"," 경기 동두천시 중앙로 276 ","031-862-3150"
"485","중앙 (생연)"," 경기 동두천시 생연동 ","031-865-5878"
"486","중앙 (지행)"," 경기도 동두천시 지행동 ","031-865-5191"
"487","포천 (본점)"," 경기 포천시 중앙로 120 ","031-534-4466"
"488","포천 (송우)"," 경기 포천시 소흘읍 솔모루로 102-1 ","031-542-0855"
"489","포천 (선단)"," 경기 포천시 호국로 1001 ","031-541-4411"
"490","호원 (본점)"," 경기 의정부시 평화로243번길 19 ","031-875-6964"
"491","호원 (장수원)"," 경기 의정부시 평화로 171-1 ","031-875-9394"
"492","호원 (회룡)"," 경기 의정부시 외미로 100 ","031-875-9898"
"493","의정부신곡 (본점)"," 경기 의정부시 청사로6번길 15 ","031-844-3321"
"494","의정부신곡 (발곡)"," 경기 의정부시 발곡로 34 ","031-826-3321"
"495","의정부신곡 (청룡)"," 경기 의정부시 시민로 192 ","031-852-3316"
"496","의정부동부 (본점)"," 경기 의정부시 용민로 7 ","031-851-0612"
"497","의정부동부 (용현)"," 경기 의정부시 오목로 11 ","031-846-9213"
"498","의정부동부 (민락)"," 경기 의정부시 용현로 148 ","031-853-5000"
"499","의정부동부 (금오)"," 경기 의정부시 부용로 105 ","031-852-9401"
"500","의정부동부 (낙양)"," 경기 의정부시 용민로 397 ","031-853-8425"
"501","의정부동부 (송산)"," 경기 의정부시 오목로 209 ","031-852-3904"
"502","의정부중앙 (본점)"," 경기 의정부시 시민로 53 ","031-855-9400"
"503","의정부중앙 (제일시장)"," 경기 의정부시 태평로89번길 20-8 ","031-845-9400"
"504","의정부중앙 (의정부1동)"," 경기 의정부시 호국로1309번길 32 ","031-843-9400"
"505","의정부중앙 (의정부3동)"," 경기 의정부시 경의로 134-1 ","031-855-3400"
"506","의정부중앙 (범골)"," 경기 의정부시 호동로 16 ","031-879-5500"
"507","의정부서부 (본점)"," 경기 의정부시 의정로 131 ","031-877-6819"
"508","의정부서부 (가능1동)"," 경기 의정부시 의정로 186 ","031-873-8438"
"509","의정부서부 (가능3동)"," 경기 의정부시 호국로1135번길 4 ","031-872-9617"
"510","의정부서부 (녹양동)"," 경기 의정부시 비우로 65 ","031-877-2975"
"511","의정부서부 (가능역)"," 경기 의정부시 신흥로 360 ","031-877-6888"
"512","도농 (본점)"," 경기 남양주시 경춘로 381 ","031-566-6373"
"513","도농 (도농)"," 경기 남양주시 미금로 37-5 ","031-562-5496"
"514","평내 (본점)"," 경기 남양주시 경춘로1306번길 7 ","031-592-1500"
"515","평내 (호평)"," 경기 남양주시 호평로46번길 5 ","031-592-1700"
"516","별내 (본점)"," 경기 남양주시 별내면 청학로중앙길 29 ","031-841-9630"
"517","별내 (로데오)"," 경기 남양주시 별내중앙로 59 ","031-573-9634"
"518","별내 (북부역)"," 경기 남양주시 별내3로 328 ","031-528-8988"
"519","화도 (본점)"," 경기 남양주시 화도읍 마석중앙로 68 ","031-594-0071"
"520","화도 (묵현)"," 경기 남양주시 화도읍 먹갓로 37 ","031-594-8277"
"521","화도 (가곡)"," 경기 남양주시 화도읍 가곡리 ","031-559-0071"
"522","화도 (송라)"," 경기 남양주시 화도읍 마석우리 ","031-559-0081"
"523","중부 (본점)"," 경기 남양주시 와부읍 덕소로 79 ","031-577-8888"
"524","중부 (원덕)"," 경기 남양주시 와부읍 덕소로 116 ","031-577-8887"
"525","중부 (금곡)"," 경기 남양주시 금곡로 64 ","031-595-9900"
"526","진접 (본점)"," 경기 남양주시 진접읍 해밀예당1로 50-80 ","031-572-8885"
"527","진접 (오남)"," 경기 남양주시 오남읍 진건오남로 511 ","031-575-5544"
"528","진접 (양지)"," 경기 남양주시 오남읍 진건오남로 788 ","031-575-9000"
"529","진접 (장현)"," 경기 남양주시 진접읍 장현로 77 ","031-571-7713"
"530","진건 (본점)"," 경기 남양주시 진건읍 사릉로 423 ","031-574-0900"
"531","진건 (퇴계원)"," 경기도 남양주시 퇴계원면 ","031-572-0900"
"532","구리 (본점)"," 경기 구리시 안골로 83-1 ","031-556-1400"
"533","구리 (수평)"," 경기 구리시 이문안로 76 ","031-558-2222"
"534","구리 (돌다리)"," 경기 구리시 검배로 23 ","031-562-7766"
"535","구리 (교문)"," 경기 구리시 경춘로 174 ","031-563-0606"
"536","가평군 (본점)"," 경기 가평군 청평면 청평중앙로 48 ","031-584-0380"
"537","가평군 (가평)"," 경기 가평군 가평읍 가화로 115 ","031-581-4368"
"538","가평군 (상하)"," 경기도 가평군 하면 조종희망로 11-1 ","031-585-5970"
"539","하남 (본점)"," 경기 하남시 조정대로 42-2 ","031-792-2715"
"540","하남 (신장)"," 경기 하남시 신평로 55 ","031-794-2715"
